1	0	ARRISGro_f7:2d:12	Broadcast	802.11	399	Beacon frame, SN=3643, FN=0, Flags=........C, BI=100, SSID="Ziply-2D10"
2	0.000019	TP-Link_9f:df:ae	Broadcast	802.11	325	Beacon frame, SN=3111, FN=0, Flags=........C, BI=100, SSID="GRSR PG top "
3	0.000026		f2:33:76:0d:c7:44 (f2:33:76:0d:c7:44) (RA)	802.11	48	Acknowledgement, Flags=........C
4	0.007312	8a:f4:81:11:db:ad	ZyxelCom_dc:02:55	802.11	64	Null function (No data), SN=1195, FN=0, Flags=.......TC
5	0.007328		8a:f4:81:11:db:ad (8a:f4:81:11:db:ad) (RA)	802.11	48	Acknowledgement, Flags=........C
6	0.010209		SamsungE_72:f0:4f (18:ab:1d:72:f0:4f) (RA)	802.11	72	Acknowledgement, Flags=........C
7	0.013272		XiaomiCo_f7:c5:22 (60:6e:e8:f7:c5:22) (RA)	802.11	48	Acknowledgement, Flags=........C
8	0.013279		d6:61:5e:5a:de:42 (d6:61:5e:5a:de:42) (RA)	802.11	72	Acknowledgement, Flags=........C
9	0.0474	TaicangT_82:1a:15	Broadcast	802.11	341	Beacon frame, SN=402, FN=0, Flags=........C, BI=100, SSID="Airtel_9686100608"
10	0.05835		66:f3:d2:62:f4:20 (66:f3:d2:62:f4:20) (RA)	802.11	48	Acknowledgement, Flags=........C
11	0.064485	32:de:4b:a1:cd:45	Broadcast	802.11	323	Beacon frame, SN=317, FN=0, Flags=........C, BI=100, SSID=Wildcard (Broadcast)
12	0.088478	ARRISGro_f7:2d:12	Broadcast	802.11	399	Beacon frame, SN=3644, FN=0, Flags=........C, BI=100, SSID="Ziply-2D10"
13	0.096041	66:e2:e5:5f:ac:d2	ARRISGro_f7:2d:12	802.11	64	Null function (No data), SN=888, FN=0, Flags=...P...TC
14	0.096047	66:e2:e5:5f:ac:d2	ARRISGro_f7:2d:12	802.11	64	Null function (No data), SN=888, FN=0, Flags=...PR..TC
15	0.096051	66:e2:e5:5f:ac:d2	ARRISGro_f7:2d:12	802.11	64	Null function (No data), SN=888, FN=0, Flags=...PR..TC
16	0.096055	ZyxelCom_dc:02:55	Broadcast	802.11	438	Beacon frame, SN=2153, FN=0, Flags=........C, BI=100, SSID="Airte_onthe_rocks"
17	0.096061	66:e2:e5:5f:ac:d2	ARRISGro_f7:2d:12	802.11	64	Null function (No data), SN=888, FN=0, Flags=...PR..TC
18	0.100512	66:e2:e5:5f:ac:d2	ARRISGro_f7:2d:12	802.11	64	Null function (No data), SN=888, FN=0, Flags=...PR..TC
19	0.100517		f2:33:76:0d:c7:44 (f2:33:76:0d:c7:44) (RA)	802.11	48	Acknowledgement, Flags=........C
20	0.100522	66:e2:e5:5f:ac:d2	ARRISGro_f7:2d:12	802.11	64	Null function (No data), SN=888, FN=0, Flags=...PR..TC
21	0.104235	66:e2:e5:5f:ac:d2	ARRISGro_f7:2d:12	802.11	64	Null function (No data), SN=888, FN=0, Flags=...PR..TC
22	0.111461		f2:33:76:0d:c7:44 (f2:33:76:0d:c7:44) (RA)	802.11	48	Acknowledgement, Flags=........C
23	0.111466		d6:61:5e:5a:de:42 (d6:61:5e:5a:de:42) (RA)	802.11	48	Acknowledgement, Flags=........C
24	0.11147		d6:61:5e:5a:de:42 (d6:61:5e:5a:de:42) (RA)	802.11	72	Acknowledgement, Flags=........C
25	0.113413	ARRISGro_63:8f:60	Broadcast	802.11	291	Beacon frame, SN=1477, FN=0, Flags=........C, BI=100, SSID="SASKTEL1248"
26	0.116853		XiaomiCo_f7:c5:22 (60:6e:e8:f7:c5:22) (RA)	802.11	48	Acknowledgement, Flags=........C
27	0.124188		SamsungE_72:f0:4f (18:ab:1d:72:f0:4f) (RA)	802.11	72	Acknowledgement, Flags=........C
28	0.126768	ARRISGro_63:8f:60	b2:30:07:5b:8a:05	802.11	261	Probe Response, SN=1478, FN=0, Flags=........C, BI=100, SSID="SASKTEL1248"
29	0.135356	ARRISGro_63:8f:60	b2:30:07:5b:8a:05	802.11	261	Probe Response, SN=1478, FN=0, Flags=....R...C, BI=100, SSID="SASKTEL1248"
30	0.13555	ARRISGro_63:8f:60	b2:30:07:5b:8a:05	802.11	261	Probe Response, SN=1478, FN=0, Flags=....R...C, BI=100, SSID="SASKTEL1248"
31	0.135555	ARRISGro_63:8f:60	b2:30:07:5b:8a:05	802.11	261	Probe Response, SN=1478, FN=0, Flags=....R...C, BI=100, SSID="SASKTEL1248"
32	0.137214	ARRISGro_63:8f:60	b2:30:07:5b:8a:05	802.11	261	Probe Response, SN=1478, FN=0, Flags=....R...C, BI=100, SSID="SASKTEL1248"
33	0.146964	ARRISGro_63:8f:60	b2:30:07:5b:8a:05	802.11	261	Probe Response, SN=1478, FN=0, Flags=....R...C, BI=100, SSID="SASKTEL1248"
34	0.146971	ARRISGro_63:8f:60	b2:30:07:5b:8a:05	802.11	261	Probe Response, SN=1479, FN=0, Flags=........C, BI=100, SSID="SASKTEL1248"
35	0.149463	ARRISGro_63:8f:60	b2:30:07:5b:8a:05	802.11	261	Probe Response, SN=1479, FN=0, Flags=....R...C, BI=100, SSID="SASKTEL1248"
36	0.158207	ARRISGro_63:8f:60	b2:30:07:5b:8a:05	802.11	261	Probe Response, SN=1479, FN=0, Flags=....R...C, BI=100, SSID="SASKTEL1248"
37	0.158213	ARRISGro_63:8f:60	b2:30:07:5b:8a:05	802.11	261	Probe Response, SN=1479, FN=0, Flags=....R...C, BI=100, SSID="SASKTEL1248"
38	0.159798	ARRISGro_63:8f:60	b2:30:07:5b:8a:05	802.11	261	Probe Response, SN=1479, FN=0, Flags=....R...C, BI=100, SSID="SASKTEL1248"
39	0.169436	32:de:4b:a1:cd:45	Broadcast	802.11	323	Beacon frame, SN=319, FN=0, Flags=........C, BI=100, SSID=Wildcard (Broadcast)
40	0.180173	TP-Link_86:8b:f0 (1c:61:b4:86:8b:f0) (TA)	SamsungE_72:f0:4f (18:ab:1d:72:f0:4f) (RA)	802.11	84	802.11 Block Ack Req, Flags=........C
41	0.180181	ARRISGro_63:8f:60	b2:30:07:5b:8a:05	802.11	261	Probe Response, SN=1480, FN=0, Flags=........C, BI=100, SSID="SASKTEL1248"
42	0.181478	ARRISGro_63:8f:60	b2:30:07:5b:8a:05	802.11	261	Probe Response, SN=1480, FN=0, Flags=....R...C, BI=100, SSID="SASKTEL1248"
43	0.197026	ARRISGro_f7:2d:12	Broadcast	802.11	399	Beacon frame, SN=3645, FN=0, Flags=........C, BI=100, SSID="Ziply-2D10"
44	0.197039	66:e2:e5:5f:ac:d2	ARRISGro_f7:2d:12	802.11	64	Null function (No data), SN=889, FN=0, Flags=...P...TC
45	0.197043	66:e2:e5:5f:ac:d2	ARRISGro_f7:2d:12	802.11	64	Null function (No data), SN=889, FN=0, Flags=...PR..TC
46	0.197047	66:e2:e5:5f:ac:d2	ARRISGro_f7:2d:12	802.11	64	Null function (No data), SN=889, FN=0, Flags=...PR..TC
47	0.197049	66:e2:e5:5f:ac:d2	ARRISGro_f7:2d:12	802.11	64	Null function (No data), SN=889, FN=0, Flags=...PR..TC
48	0.197053		d6:61:5e:5a:de:42 (d6:61:5e:5a:de:42) (RA)	802.11	72	Acknowledgement, Flags=........C
49	0.197056	66:e2:e5:5f:ac:d2	ARRISGro_f7:2d:12	802.11	64	Null function (No data), SN=889, FN=0, Flags=...PR..TC
50	0.19983	ZyxelCom_dc:02:55	Broadcast	802.11	438	Beacon frame, SN=2154, FN=0, Flags=........C, BI=100, SSID="Airte_onthe_rocks"
51	0.199835	66:e2:e5:5f:ac:d2	ARRISGro_f7:2d:12	802.11	64	Null function (No data), SN=889, FN=0, Flags=...PR..TC
52	0.207003	66:e2:e5:5f:ac:d2	ARRISGro_f7:2d:12	802.11	64	Null function (No data), SN=889, FN=0, Flags=...PR..TC
53	0.211112	1e:61:b4:a6:8b:f0	Broadcast	802.11	323	Beacon frame, SN=650, FN=0, Flags=........C, BI=100, SSID=Wildcard (Broadcast)
54	0.221182	ARRISGro_63:8f:60	Broadcast	802.11	291	Beacon frame, SN=1481, FN=0, Flags=........C, BI=100, SSID="SASKTEL1248"
55	0.221478		XiaomiCo_f7:c5:22 (60:6e:e8:f7:c5:22) (RA)	802.11	48	Acknowledgement, Flags=........C
56	0.221485		XiaomiCo_f7:c5:22 (60:6e:e8:f7:c5:22) (RA)	802.11	48	Acknowledgement, Flags=........C
57	0.221491		XiaomiCo_f7:c5:22 (60:6e:e8:f7:c5:22) (RA)	802.11	48	Acknowledgement, Flags=........C
58	0.237112		d6:61:5e:5a:de:42 (d6:61:5e:5a:de:42) (RA)	802.11	72	Acknowledgement, Flags=........C
59	0.253465	TaicangT_82:1a:15	Broadcast	802.11	341	Beacon frame, SN=404, FN=0, Flags=........C, BI=100, SSID="Airtel_9686100608"
60	0.260853	TP-Link_1e:a6:02	Broadcast	802.11	341	Beacon frame, SN=2063, FN=0, Flags=........C, BI=100, SSID="Grsr.pg 4th floorM"
61	0.272161	32:de:4b:a1:cd:45	Broadcast	802.11	323	Beacon frame, SN=321, FN=0, Flags=........C, BI=100, SSID=Wildcard (Broadcast)
62	0.274644		d6:61:5e:5a:de:42 (d6:61:5e:5a:de:42) (RA)	802.11	72	Acknowledgement, Flags=........C
63	0.29695		d6:61:5e:5a:de:42 (d6:61:5e:5a:de:42) (RA)	802.11	72	Acknowledgement, Flags=........C
64	0.296961	66:e2:e5:5f:ac:d2	ARRISGro_f7:2d:12	802.11	64	Null function (No data), SN=890, FN=0, Flags=...P...TC
65	0.296964	66:e2:e5:5f:ac:d2	ARRISGro_f7:2d:12	802.11	64	Null function (No data), SN=890, FN=0, Flags=...PR..TC
66	0.296968		66:e2:e5:5f:ac:d2 (66:e2:e5:5f:ac:d2) (RA)	802.11	72	Acknowledgement, Flags=........C
67	0.307047	ZyxelCom_dc:02:55	Broadcast	802.11	438	Beacon frame, SN=2155, FN=0, Flags=........C, BI=100, SSID="Airte_onthe_rocks"
68	0.307063	66:e2:e5:5f:ac:d2	ARRISGro_f7:2d:12	802.11	64	Null function (No data), SN=891, FN=0, Flags=.......TC
69	0.307067	66:e2:e5:5f:ac:d2	ARRISGro_f7:2d:10	802.11	180	QoS Data, SN=1869, FN=0, Flags=op.....TC
70	0.307069	66:e2:e5:5f:ac:d2	ARRISGro_f7:2d:10	802.11	180	QoS Data, SN=1869, FN=0, Flags=op..R..TC
71	0.307074	66:e2:e5:5f:ac:d2	ARRISGro_f7:2d:10	802.11	180	QoS Data, SN=1869, FN=0, Flags=op..R..TC
72	0.307078	66:e2:e5:5f:ac:d2	ARRISGro_f7:2d:10	802.11	180	QoS Data, SN=1869, FN=0, Flags=op..R..TC
73	0.307082	66:e2:e5:5f:ac:d2	ARRISGro_f7:2d:10	802.11	180	QoS Data, SN=1869, FN=0, Flags=op..R..TC
74	0.307086	66:e2:e5:5f:ac:d2	ARRISGro_f7:2d:12	802.11	64	Null function (No data), SN=891, FN=0, Flags=....R..TC
75	0.307089	66:e2:e5:5f:ac:d2	ARRISGro_f7:2d:10	802.11	180	QoS Data, SN=1869, FN=0, Flags=op..R..TC
76	0.309814	66:e2:e5:5f:ac:d2	ARRISGro_f7:2d:12	802.11	64	Null function (No data), SN=891, FN=0, Flags=....R..TC