Lifecycle Status,Manufacturer,Part Number,Series,Description,Replacement Part Number,Item #,Bin Location,Installed Quantity,Recommended Spares,Storeroom Quantity,PMA Quantity,P2 Quantity,Stash Quantity,Insufficient Spares,Excess Spares,List Price,Installed Total,Recommended Total,Storeroom Total,PMA Total,P2 Total,Stash Total,Insufficient Total,Excess Total
ACTIVE,ROCKWELL,1734-4IOL,,POINT I/O 4CHANNEL IO-LINK MASTER MODULE,NOT AVAILABLE,,,2,1,0,0,0,0,1,0, $	456 , $	911 , $	456 , $	-   , $	-   , $	-   , $	-   , $	456 , $	-   
ACTIVE,ROCKWELL,1734-AENT,,POINT I/O ETHERNET NETWORK ADAPTOR,NOT AVAILABLE,"69006985, 69008678",,26,2,12,0,0,0,0,10, $	729 ," $	18,950 "," $	1,458 "," $	8,746 ", $	-   , $	-   , $	-   , $	-   ," $	7,289 "
ACTIVE,ROCKWELL,1734-AENTR,,POINT I/O DUAL PORT NETWORK ADAPTOR,NOT AVAILABLE,,,87,2,0,0,0,0,2,0, $	866 ," $	75,380 "," $	1,733 ", $	-   , $	-   , $	-   , $	-   ," $	1,733 ", $	-   
ACTIVE,ROCKWELL,1734-CTM,,POINT I/O COMMON TERMINAL MODULE,NOT AVAILABLE,,,0,0,4,0,0,0,0,4, $	45 , $	-   , $	-   , $	181 , $	-   , $	-   , $	-   , $	-   , $	181 
ACTIVE,ROCKWELL,1734-EP24DC,,POINT I/O EXTENSION POWER MODULE,NOT AVAILABLE,,,52,2,2,0,0,0,0,0, $	270 ," $	14,051 ", $	540 , $	540 , $	-   , $	-   , $	-   , $	-   , $	-   
ACTIVE,ROCKWELL,1734-FPD,,POINT I/O FIELD DISTRIBUTOR MODULE,NOT AVAILABLE,,,2,1,0,0,0,0,1,0, $	152 , $	305 , $	152 , $	-   , $	-   , $	-   , $	-   , $	152 , $	-   
ACTIVE,ROCKWELL,1734-IA4,,POINT I/O 4 POINT DIGITAL INPUT MODULE,NOT AVAILABLE,,,2,1,1,0,0,0,0,0, $	195 , $	389 , $	195 , $	195 , $	-   , $	-   , $	-   , $	-   , $	-   
ACTIVE,ROCKWELL,1734-IB8,,POINT I/O 8 POINT DIGITAL INPUT MODULE,NOT AVAILABLE,,,172,2,2,0,0,0,0,0, $	165 ," $	28,356 ", $	330 , $	330 , $	-   , $	-   , $	-   , $	-   , $	-   
ACTIVE,ROCKWELL,1734-IB8S,,8 CHANNEL SFTY SINKING INP MOD PN-25132,NOT AVAILABLE,,,217,3,0,0,0,0,3,0, $	686 ," $	148,947 "," $	2,059 ", $	-   , $	-   , $	-   , $	-   ," $	2,059 ", $	-   
ACTIVE,ROCKWELL,1734-IE2C,,POINT I/O 2 POINT ANALOG INPUT MODULE,NOT AVAILABLE,,,9,1,0,0,0,0,1,0, $	435 ," $	3,916 ", $	435 , $	-   , $	-   , $	-   , $	-   , $	435 , $	-   
ACTIVE,ROCKWELL,1734-IE2V,,POINT I/O 2 POINT ANALOG INPUT MODULE,NOT AVAILABLE,69007327,,14,1,2,0,0,0,0,1, $	415 ," $	5,813 ", $	415 , $	830 , $	-   , $	-   , $	-   , $	-   , $	415 
ACTIVE,ROCKWELL,1734-IE4C,,POINT I/O 4 POINT ANALOG INPUT MODULE,NOT AVAILABLE,,,2,1,0,0,0,0,1,0, $	690 ," $	1,381 ", $	690 , $	-   , $	-   , $	-   , $	-   , $	690 , $	-   
ACTIVE,ROCKWELL,1734-IK,,POINT I/O INCREMENTAL ENCODER INTERFACE,NOT AVAILABLE,,,1,1,0,0,0,0,1,0, $	390 , $	390 , $	390 , $	-   , $	-   , $	-   , $	-   , $	390 , $	-   
ACTIVE,ROCKWELL,1734-IT2I,,POINT I/O 2 POINT THERMOCOUPLE INPUT,NOT AVAILABLE,,,4,1,1,0,0,0,0,0, $	474 ," $	1,894 ", $	474 , $	474 , $	-   , $	-   , $	-   , $	-   , $	-   
ACTIVE,ROCKWELL,1734-OB8,,POINT I/O 8 POINT DIGITAL OUTPUT MODULE,NOT AVAILABLE,,,116,2,3,0,0,0,0,1, $	184 ," $	21,375 ", $	369 , $	553 , $	-   , $	-   , $	-   , $	-   , $	184 
ACTIVE,ROCKWELL,1734-OB8E,,POINT I/O 8 POINT DIGITAL OUTPUT MODULE,NOT AVAILABLE,,,4,1,0,0,0,0,1,0, $	243 , $	972 , $	243 , $	-   , $	-   , $	-   , $	-   , $	243 , $	-   
ACTIVE,ROCKWELL,1734-OB8S,,8 CHANNEL SAFETY SOURCING OUTPUT MODULE,NOT AVAILABLE,,,154,2,1,0,0,0,1,0, $	798 ," $	122,875 "," $	1,596 ", $	798 , $	-   , $	-   , $	-   , $	798 , $	-   
ACTIVE,ROCKWELL,1734-OE2C,,POINT I/O 2 POINT ANALOG OUTPUT MODULE,NOT AVAILABLE,,,8,1,2,0,0,0,0,1, $	447 ," $	3,580 ", $	447 , $	895 , $	-   , $	-   , $	-   , $	-   , $	447 
ACTIVE,ROCKWELL,1734-OE2V,,POINT I/O 2 POINT ANALOG OUTPUT MODULE,NOT AVAILABLE,,,2,1,0,0,0,0,1,0, $	433 , $	865 , $	433 , $	-   , $	-   , $	-   , $	-   , $	433 , $	-   
ACTIVE,ROCKWELL,1734-OW4,,POINT I/O 4 POINT DIGITAL OUTPUT MODULE,NOT AVAILABLE,,,17,1,3,0,0,0,0,2, $	239 ," $	4,067 ", $	239 , $	718 , $	-   , $	-   , $	-   , $	-   , $	478 
ACTIVE,ROCKWELL,1734-SSI,,POINT I/O SSI ENCODER MODULE,NOT AVAILABLE,,,1,1,0,0,0,0,1,0, $	444 , $	444 , $	444 , $	-   , $	-   , $	-   , $	-   , $	444 , $	-   
ACTIVE,ROCKWELL,1756-A10,,CONTROLLOGIX 10 SLOTS CHASSIS,NOT AVAILABLE,,,12,1,1,0,0,0,0,0, $	981 ," $	11,774 ", $	981 , $	981 , $	-   , $	-   , $	-   , $	-   , $	-   
ACTIVE,ROCKWELL,1756-A13,,CONTROLLOGIX 13 SLOTS CHASSIS,NOT AVAILABLE,,,48,2,1,0,0,0,1,0," $	1,179 "," $	56,613 "," $	2,359 "," $	1,179 ", $	-   , $	-   , $	-   ," $	1,179 ", $	-   
ACTIVE,ROCKWELL,1756-A17,,CONTROLLOGIX 17 SLOTS CHASSIS,NOT AVAILABLE,,,16,1,1,0,0,0,0,0," $	1,385 "," $	22,165 "," $	1,385 "," $	1,385 ", $	-   , $	-   , $	-   , $	-   , $	-   
ACTIVE,ROCKWELL,1756-A7,,CONTROLLOGIX 7 SLOTS CHASSIS,NOT AVAILABLE,,,14,1,0,0,0,0,1,0, $	806 ," $	11,281 ", $	806 , $	-   , $	-   , $	-   , $	-   , $	806 , $	-   
ACTIVE,ROCKWELL,1756-EN2T,,CLX HI-CAP ENET/IP MODULE - TP,NOT AVAILABLE,69004802,SR3S7B3,50,2,2,1,0,0,0,1," $	4,194 "," $	209,705 "," $	8,388 "," $	8,388 "," $	4,194 ", $	-   , $	-   , $	-   ," $	4,194 "
ACTIVE,ROCKWELL,1756-EN2TR,,2-PORT CLX HI-CAP ENET/IP MODULE - TP,NOT AVAILABLE,,,65,2,0,0,0,0,2,0," $	4,537 "," $	294,921 "," $	9,075 ", $	-   , $	-   , $	-   , $	-   ," $	9,075 ", $	-   
ACTIVE,ROCKWELL,1756-EN3TR,,CONTROLLOGIX ETHERNET MOTION MODULE,NOT AVAILABLE,,,6,1,0,0,0,0,1,0," $	5,846 "," $	35,078 "," $	5,846 ", $	-   , $	-   , $	-   , $	-   ," $	5,846 ", $	-   
DISCONTINUED,ROCKWELL,1756-ENBT,,CONTROLLOGIX ENET/IP COMMS MODULE,1756-EN2T,69004802,SR3S7B3,21,2,0,0,0,0,2,0," $	3,643 "," $	76,499 "," $	7,286 ", $	-   , $	-   , $	-   , $	-   ," $	7,286 ", $	-   
ACTIVE,ROCKWELL,1756-HSC,,CONTROLLOGIX HIGH SPEED COUNTER MODULE,NOT AVAILABLE,69004796,NR4S4B1,6,1,2,0,0,0,0,1," $	1,690 "," $	10,142 "," $	1,690 "," $	3,381 ", $	-   , $	-   , $	-   , $	-   ," $	1,690 "
ACTIVE,ROCKWELL,1756-IA16,,CONTROLLOGIX 16 PT D/I 120V AC MODULE,NOT AVAILABLE,,,78,2,0,0,0,0,2,0, $	733 ," $	57,200 "," $	1,467 ", $	-   , $	-   , $	-   , $	-   ," $	1,467 ", $	-   
ACTIVE,ROCKWELL,1756-IA16I,,CONTROLLOGIX INPUT MODULE,NOT AVAILABLE,,,0,0,1,0,0,0,0,1, $	924 , $	-   , $	-   , $	924 , $	-   , $	-   , $	-   , $	-   , $	924 
ACTIVE,ROCKWELL,1756-IB16,,CONTROLLOGIX 16 PT 12/24V DC D/I MODULE,NOT AVAILABLE,,,258,3,3,1,0,0,0,1, $	572 ," $	147,558 "," $	1,716 "," $	1,716 ", $	572 , $	-   , $	-   , $	-   , $	572 
ACTIVE,ROCKWELL,1756-IF16,,CONTROLLOGIX 16 POINT A/I MODULE,NOT AVAILABLE,,,6,1,1,0,0,0,0,0," $	2,474 "," $	14,846 "," $	2,474 "," $	2,474 ", $	-   , $	-   , $	-   , $	-   , $	-   
ACTIVE,ROCKWELL,1756-IF16H,,CONTROLLOGIX 16 PT A/I HART MODULE,NOT AVAILABLE,,,1,1,0,0,0,0,1,0," $	3,588 "," $	3,588 "," $	3,588 ", $	-   , $	-   , $	-   , $	-   ," $	3,588 ", $	-   
ACTIVE,ROCKWELL,1756-IF4FXOF2F,,CONTROLLOGIX 4 POINT ANALOG COMB MODULE,NOT AVAILABLE,,,2,1,1,0,0,0,0,0," $	3,737 "," $	7,474 "," $	3,737 "," $	3,737 ", $	-   , $	-   , $	-   , $	-   , $	-   
ACTIVE,ROCKWELL,1756-IF8,,CONTROLLOGIX 8 POINT A/I MODULE,NOT AVAILABLE,,,13,1,0,0,0,0,1,0," $	1,714 "," $	22,281 "," $	1,714 ", $	-   , $	-   , $	-   , $	-   ," $	1,714 ", $	-   
DISCONTINUED,ROCKWELL,1756-IR6I,,CONTROLLOGIX 6 PT ISOLATED RTD IN MODULE,1756-IRT8I WITH FW 2.011,,,52,2,1,0,0,0,1,0," $	2,550 "," $	132,600 "," $	5,100 "," $	2,550 ", $	-   , $	-   , $	-   ," $	2,550 ", $	-   
ACTIVE,ROCKWELL,1756-IRT8I,,CONTROLLOGIX 8 POINT RTD/THERMOCOUPLE IN,NOT AVAILABLE,,,6,1,0,1,0,0,0,0," $	3,838 "," $	23,029 "," $	3,838 ", $	-   ," $	3,838 ", $	-   , $	-   , $	-   , $	-   
DISCONTINUED,ROCKWELL,1756-IT6I,,CONTROLLOGIX 6 PT ISOLATED TC IN MODULE,1756-IRT8I WITH FW 2.011,,,19,1,0,0,0,0,1,0," $	3,290 "," $	62,510 "," $	3,290 ", $	-   , $	-   , $	-   , $	-   ," $	3,290 ", $	-   
DISCONTINUED,ROCKWELL,1756-IT6I2,,CONTROLLOGIX 6 PT ENHANCED TC IN MODULE,1756-IRT8I WITH FW 2.011,69003323,BR3S2C1,0,0,1,0,0,0,0,1," $	2,680 ", $	-   , $	-   ," $	2,680 ", $	-   , $	-   , $	-   , $	-   ," $	2,680 "
ACTIVE,ROCKWELL,1756-IV16,,CONTROLLOGIX 16 PT 12/24V DC D/I MODULE,NOT AVAILABLE,,,0,0,2,0,0,0,0,2, $	587 , $	-   , $	-   ," $	1,174 ", $	-   , $	-   , $	-   , $	-   ," $	1,174 "
ACTIVE,ROCKWELL,1756-L71,,CONTROLLOGIX 2 MB CONTROLLER,NOT AVAILABLE,,,7,1,0,0,0,0,1,0," $	8,514 "," $	59,596 "," $	8,514 ", $	-   , $	-   , $	-   , $	-   ," $	8,514 ", $	-   
ACTIVE,ROCKWELL,1756-L71S,,LOGIX 5571S AUTOMATION CONTROLLER 2/1M,NOT AVAILABLE,,,13,1,0,0,0,0,1,0," $	9,159 "," $	119,068 "," $	9,159 ", $	-   , $	-   , $	-   , $	-   ," $	9,159 ", $	-   
ACTIVE,ROCKWELL,1756-L72,,CONTROLLOGIX 4 MB CONTROLLER,NOT AVAILABLE,,,3,1,0,0,0,0,1,0," $	12,334 "," $	37,001 "," $	12,334 ", $	-   , $	-   , $	-   , $	-   ," $	12,334 ", $	-   
ACTIVE,ROCKWELL,1756-L72S,,LOGIX 5572S AUTOMATION CONTROLLER 4M/2M,NOT AVAILABLE,,,7,1,0,0,0,0,1,0," $	13,477 "," $	94,341 "," $	13,477 ", $	-   , $	-   , $	-   , $	-   ," $	13,477 ", $	-   
ACTIVE,ROCKWELL,1756-L73,,CONTROLLOGIX 8 MB CONTROLLER,NOT AVAILABLE,,,1,1,0,0,0,0,1,0," $	17,619 "," $	17,619 "," $	17,619 ", $	-   , $	-   , $	-   , $	-   ," $	17,619 ", $	-   
ACTIVE,ROCKWELL,1756-L75,,CONTROLLOGIX 32 MB CONTROLLER,NOT AVAILABLE,,,12,1,1,0,0,0,0,0," $	29,052 "," $	348,620 "," $	29,052 "," $	29,052 ", $	-   , $	-   , $	-   , $	-   , $	-   
ACTIVE,ROCKWELL,1756-L81E,,CONTROLLOGIX 5580 CONTROLLER,NOT AVAILABLE,,,3,1,0,0,0,0,1,0," $	8,372 "," $	25,117 "," $	8,372 ", $	-   , $	-   , $	-   , $	-   ," $	8,372 ", $	-   
ACTIVE,ROCKWELL,1756-L83E,,CONTROLLOGIX 5580 CONTROLLER,NOT AVAILABLE,,,1,1,0,1,0,0,0,0," $	17,140 "," $	17,140 "," $	17,140 ", $	-   ," $	17,140 ", $	-   , $	-   , $	-   , $	-   
DISCONTINUED,ROCKWELL,1756-LSP,,GUARDLOGIX SAFETY PARTNER,1756-L7SP,,,20,2,0,0,0,0,2,0," $	3,500 "," $	70,000 "," $	7,000 ", $	-   , $	-   , $	-   , $	-   ," $	7,000 ", $	-   
ACTIVE,ROCKWELL,1756-OA16,,CONTROLLOGIX 16 POINT D/O MODULE,NOT AVAILABLE,,,79,2,1,0,0,0,1,0," $	1,037 "," $	81,930 "," $	2,074 "," $	1,037 ", $	-   , $	-   , $	-   ," $	1,037 ", $	-   
ACTIVE,ROCKWELL,1756-OA16I,,CONTROLLOGIX 16 POINT D/O MODULE,NOT AVAILABLE,69007000,BR3S2C1,0,0,1,0,0,0,0,1," $	1,296 ", $	-   , $	-   ," $	1,296 ", $	-   , $	-   , $	-   , $	-   ," $	1,296 "
ACTIVE,ROCKWELL,1756-OB16D,,CONTROLLOGIX 16 PT 24V DC D/O MODULE,NOT AVAILABLE,,,23,2,0,0,0,0,2,0," $	1,296 "," $	29,816 "," $	2,593 ", $	-   , $	-   , $	-   , $	-   ," $	2,593 ", $	-   
ACTIVE,ROCKWELL,1756-OB16E,,CONTROLLOGIX 16 POINT D/O MODULE,NOT AVAILABLE,,,56,2,2,1,0,0,0,1, $	878 ," $	49,180 "," $	1,756 "," $	1,756 ", $	878 , $	-   , $	-   , $	-   , $	878 
ACTIVE,ROCKWELL,1756-OB16I,,CONTROLLOGIX 16 POINT D/O MODULE,NOT AVAILABLE,69004125,NR4S4B1,0,0,1,0,0,0,0,1," $	1,155 ", $	-   , $	-   ," $	1,155 ", $	-   , $	-   , $	-   , $	-   ," $	1,155 "
ACTIVE,ROCKWELL,1756-OF4,,CONTROLLOGIX 4 POINT A/O I OR V MODULE,NOT AVAILABLE,,,2,1,0,0,0,0,1,0," $	1,946 "," $	3,892 "," $	1,946 ", $	-   , $	-   , $	-   , $	-   ," $	1,946 ", $	-   
ACTIVE,ROCKWELL,1756-OF8,,CONTROLLOGIX 8 PT A/O I OR V MODULE,NOT AVAILABLE,69004791,SR3S7B2,15,1,5,0,0,0,0,4," $	3,222 "," $	48,325 "," $	3,222 "," $	16,108 ", $	-   , $	-   , $	-   , $	-   ," $	12,887 "
ACTIVE,ROCKWELL,1756-OW16I,,CONTROLLOGIX 16 PT DIGITAL RELAY MODULE,NOT AVAILABLE,,,37,2,1,0,0,0,1,0, $	996 ," $	36,867 "," $	1,993 ", $	996 , $	-   , $	-   , $	-   , $	996 , $	-   
ACTIVE,ROCKWELL,1756-PA72,,CONTROLLOGIX AC POWER SUPPLY,NOT AVAILABLE,69001579,,48,2,3,0,0,0,0,1," $	1,449 "," $	69,546 "," $	2,898 "," $	4,347 ", $	-   , $	-   , $	-   , $	-   ," $	1,449 "
ACTIVE,ROCKWELL,1756-PA75,,CONTROLLOGIX AC POWER SUPPLY,NOT AVAILABLE,,,16,1,0,0,0,0,1,0," $	1,767 "," $	28,266 "," $	1,767 ", $	-   , $	-   , $	-   , $	-   ," $	1,767 ", $	-   
ACTIVE,ROCKWELL,1756-PB72,,CONTROLLOGIX 24V DC POWER SUPPLY,NOT AVAILABLE,69005257,NR3S6D1,18,1,2,0,0,0,0,1," $	1,449 "," $	26,080 "," $	1,449 "," $	2,898 ", $	-   , $	-   , $	-   , $	-   ," $	1,449 "
ACTIVE,ROCKWELL,1756-PB75,,CONTROLLOGIX 24V DC POWER SUPPLY,NOT AVAILABLE,69005149,NR4S11D3,4,1,1,1,0,0,0,1," $	1,767 "," $	7,066 "," $	1,767 "," $	1,767 "," $	1,767 ", $	-   , $	-   , $	-   ," $	1,767 "
END OF LIFE,ROCKWELL,1756-RIO,,CONTROLLOGIX REMOTE I/O SCANNER MODULE,NOT AVAILABLE,31054118,,12,1,4,0,0,0,0,3," $	3,940 "," $	47,279 "," $	3,940 "," $	15,760 ", $	-   , $	-   , $	-   , $	-   ," $	11,820 "
ACTIVE MATURE,ROCKWELL,1762-IF4,,MICROLOGIX 4 POINT ANALOG INPUT MODULE,2085-IF4,,,1,1,0,0,0,0,1,0, $	554 , $	554 , $	554 , $	-   , $	-   , $	-   , $	-   , $	554 , $	-   
ACTIVE MATURE,ROCKWELL,1762-IQ16,,MICROLOGIX 16 POINT DIGITAL INPUT MODULE,2085-IQ16,,,4,1,0,0,0,0,1,0, $	331 ," $	1,323 ", $	331 , $	-   , $	-   , $	-   , $	-   , $	331 , $	-   
ACTIVE MATURE,ROCKWELL,1762-IR4,,MICROLOGIX 4 POINT MODULE,2085-IRT4,,,1,1,0,0,0,0,1,0, $	771 , $	771 , $	771 , $	-   , $	-   , $	-   , $	-   , $	771 , $	-   
ACTIVE MATURE,ROCKWELL,1762-IT4,,MICROLOGIX 4 POINT INPUT MODULE,2085-IRT4,,,10,1,2,0,0,0,0,1, $	771 ," $	7,709 ", $	771 ," $	1,542 ", $	-   , $	-   , $	-   , $	-   , $	771 
ACTIVE MATURE,ROCKWELL,1762-OF4,,MICROLOGIX 4 POINT ANALOG OUTPUT MODULE,2085-OF4,,,4,1,0,0,0,0,1,0, $	523 ," $	2,091 ", $	523 , $	-   , $	-   , $	-   , $	-   , $	523 , $	-   
ACTIVE MATURE,ROCKWELL,1762-OW16,,MICROLOGIX 16 POINT RELAY OUTPUT MODULE,2085-OW16,,,4,1,0,0,0,0,1,0, $	401 ," $	1,604 ", $	401 , $	-   , $	-   , $	-   , $	-   , $	401 , $	-   
DISCONTINUED,ROCKWELL,1763-L16AWA,,MICROLOGIX 1100 16 POINT CONTROLLER,MICRO800,,,6,1,0,0,0,0,1,0," $	1,048 "," $	6,286 "," $	1,048 ", $	-   , $	-   , $	-   , $	-   ," $	1,048 ", $	-   
ACTIVE MATURE,ROCKWELL,1766-L32AWA,,MICROLOGIX 1400 32 POINT CONTROLLER,NOT AVAILABLE,,,2,1,0,0,0,0,1,0," $	1,258 "," $	2,516 "," $	1,258 ", $	-   , $	-   , $	-   , $	-   ," $	1,258 ", $	-   
ACTIVE MATURE,ROCKWELL,1766-L32BWA,,MICROLOGIX 1400 32 POINT CONTROLLER,NOT AVAILABLE,31014497,,0,0,1,0,0,0,0,1," $	1,258 ", $	-   , $	-   ," $	1,258 ", $	-   , $	-   , $	-   , $	-   ," $	1,258 "
DISCONTINUED,ROCKWELL,1768-ENBT,,COMPACTLOGIX L4X ETHERNET/IP MODULE,1769/5069 CMX CONTROLLERFAMILY,,,46,2,0,0,0,0,2,0," $	1,930 "," $	88,780 "," $	3,860 ", $	-   , $	-   , $	-   , $	-   ," $	3,860 ", $	-   
DISCONTINUED,ROCKWELL,1768-L43,,COMPACTLOGIX L43 2MB MEMORY CONTROLLER,1769/5069 CMX CONTROLLERFAMILY,,,18,1,1,0,0,0,0,0," $	6,720 "," $	120,960 "," $	6,720 "," $	6,720 ", $	-   , $	-   , $	-   , $	-   , $	-   
DISCONTINUED,ROCKWELL,1768-L43S,,COMPACT GUARDLOGIX CPU  L43S  2M/0.5M,COMPACTGUARD LOGIX 5380,,,5,1,0,0,0,0,1,0," $	8,422 "," $	42,111 "," $	8,422 ", $	-   , $	-   , $	-   , $	-   ," $	8,422 ", $	-   
DISCONTINUED,ROCKWELL,1768-PA3,,COMPACTLOGIX L4X AC/DC IN POWER SUPPLY,1769/5069 CMX CONTROLLERFAMILY,,,18,1,0,0,0,0,1,0, $	844 ," $	15,188 ", $	844 , $	-   , $	-   , $	-   , $	-   , $	844 , $	-   
DISCONTINUED,ROCKWELL,1768-PB3,,COMPACTLOGIX L4X DC IN POWER SUPPLY,1769/5069 CMX CONTROLLERFAMILY,,,3,1,1,0,0,0,0,0, $	844 ," $	2,531 ", $	844 , $	844 , $	-   , $	-   , $	-   , $	-   , $	-   
ACTIVE,ROCKWELL,1769-ARM,,COMPACTLOGIX ADDRESS RESERVE MODULE,NOT AVAILABLE,,,1,1,0,0,0,0,1,0, $	217 , $	217 , $	217 , $	-   , $	-   , $	-   , $	-   , $	217 , $	-   
ACTIVE,ROCKWELL,1769-ASCII,,COMPACTLOGIX ASCII INTERFACE MODULE,NOT AVAILABLE,,,2,1,0,0,0,0,1,0," $	1,100 "," $	2,200 "," $	1,100 ", $	-   , $	-   , $	-   , $	-   ," $	1,100 ", $	-   
ACTIVE,ROCKWELL,1769-HSC,,COMPACTLOGIX HIGH-SPEED COUNTER MODULE,NOT AVAILABLE,,,1,1,0,0,0,0,1,0," $	1,396 "," $	1,396 "," $	1,396 ", $	-   , $	-   , $	-   , $	-   ," $	1,396 ", $	-   
ACTIVE,ROCKWELL,1769-IA16,,COMPACTLOGIX 16 PT 120VAC D/I MODULE,NOT AVAILABLE,,,9,1,4,0,0,0,0,3, $	443 ," $	3,990 ", $	443 ," $	1,773 ", $	-   , $	-   , $	-   , $	-   ," $	1,330 "
ACTIVE,ROCKWELL,1769-IF16C,,COMPACTLOGIX 16 PT A/I CURRENT MODULE,NOT AVAILABLE,,,1,1,0,0,0,0,1,0," $	1,771 "," $	1,771 "," $	1,771 ", $	-   , $	-   , $	-   , $	-   ," $	1,771 ", $	-   
